timestamp,count,uniques,day,mo,yr,collection_timestamp,yr_mo_day
2019-09-24T00:00:00Z,467,79,24,9,2019,2019-09-29 10:14:33.792382,2019-09-24
2019-09-25T00:00:00Z,207,49,25,9,2019,2019-10-09 12:15:18.538986,2019-09-25
2019-09-26T00:00:00Z,348,61,26,9,2019,2019-10-09 12:15:18.538986,2019-09-26
2019-09-27T00:00:00Z,320,79,27,9,2019,2019-10-09 12:15:18.538986,2019-09-27
2019-09-28T00:00:00Z,131,43,28,9,2019,2019-10-09 12:15:18.538986,2019-09-28
2019-09-29T00:00:00Z,225,53,29,9,2019,2019-10-09 12:15:18.538986,2019-09-29
2019-09-30T00:00:00Z,351,86,30,9,2019,2019-10-09 12:15:18.538986,2019-09-30
2019-10-01T00:00:00Z,370,100,1,10,2019,2019-10-09 12:15:18.538986,2019-10-01
2019-10-02T00:00:00Z,612,102,2,10,2019,2019-10-09 12:15:18.538986,2019-10-02
2019-10-03T00:00:00Z,413,79,3,10,2019,2019-10-09 12:15:18.538986,2019-10-03
2019-10-04T00:00:00Z,279,80,4,10,2019,2019-10-09 12:15:18.538986,2019-10-04
2019-10-05T00:00:00Z,154,49,5,10,2019,2019-10-09 12:15:18.538986,2019-10-05
2019-10-06T00:00:00Z,274,46,6,10,2019,2019-10-19 19:02:04.720266,2019-10-06
2019-10-07T00:00:00Z,328,85,7,10,2019,2019-10-19 19:02:04.720266,2019-10-07
2019-10-08T00:00:00Z,309,80,8,10,2019,2019-10-19 19:02:04.720266,2019-10-08
2019-10-09T00:00:00Z,253,86,9,10,2019,2019-10-19 19:02:04.720266,2019-10-09
2019-10-10T00:00:00Z,301,88,10,10,2019,2019-10-19 19:02:04.720266,2019-10-10
2019-10-11T00:00:00Z,155,56,11,10,2019,2019-10-19 19:02:04.720266,2019-10-11
2019-10-12T00:00:00Z,127,38,12,10,2019,2019-10-25 17:54:53.510003,2019-10-12
2019-10-13T00:00:00Z,109,35,13,10,2019,2019-10-25 17:54:53.510003,2019-10-13
2019-10-14T00:00:00Z,268,82,14,10,2019,2019-10-28 12:47:13.269049,2019-10-14
2019-10-15T00:00:00Z,291,89,15,10,2019,2019-10-28 12:47:13.269049,2019-10-15
2019-10-16T00:00:00Z,267,93,16,10,2019,2019-10-28 12:47:13.269049,2019-10-16
2019-10-17T00:00:00Z,285,99,17,10,2019,2019-10-28 12:47:13.269049,2019-10-17
2019-10-18T00:00:00Z,367,93,18,10,2019,2019-10-28 12:47:13.269049,2019-10-18
2019-10-19T00:00:00Z,189,49,19,10,2019,2019-10-28 12:47:13.269049,2019-10-19
2019-10-20T00:00:00Z,200,55,20,10,2019,2019-10-28 12:47:13.269049,2019-10-20
2019-10-21T00:00:00Z,444,114,21,10,2019,2019-10-28 12:47:13.269049,2019-10-21
2019-10-22T00:00:00Z,305,87,22,10,2019,2019-10-28 12:47:13.269049,2019-10-22
2019-10-23T00:00:00Z,390,92,23,10,2019,2019-10-28 12:47:13.269049,2019-10-23
2019-10-24T00:00:00Z,297,92,24,10,2019,2019-10-28 12:47:13.269049,2019-10-24
2019-10-25T00:00:00Z,273,73,25,10,2019,2019-10-28 12:47:13.269049,2019-10-25
2019-10-26T00:00:00Z,140,46,26,10,2019,2019-10-28 12:47:13.269049,2019-10-26
2019-10-27T00:00:00Z,144,47,27,10,2019,2019-10-28 12:47:13.269049,2019-10-27
2019-10-28T00:00:00Z,299,78,28,10,2019,2019-10-28 12:47:13.269049,2019-10-28
2019-10-30T00:00:00Z,286,103,30,10,2019,2019-11-12 15:40:53.786442,2019-10-30
2019-10-31T00:00:00Z,247,82,31,10,2019,2019-11-12 15:40:53.786442,2019-10-31
2019-11-01T00:00:00Z,292,79,1,11,2019,2019-11-12 15:40:53.786442,2019-11-01
2019-11-02T00:00:00Z,207,50,2,11,2019,2019-11-12 15:40:53.786442,2019-11-02
2019-11-03T00:00:00Z,133,39,3,11,2019,2019-11-12 15:40:53.786442,2019-11-03
2019-11-04T00:00:00Z,366,90,4,11,2019,2019-11-12 15:40:53.786442,2019-11-04
2019-11-05T00:00:00Z,346,93,5,11,2019,2019-11-12 15:40:53.786442,2019-11-05
2019-11-06T00:00:00Z,394,106,6,11,2019,2019-11-12 15:40:53.786442,2019-11-06
2019-11-07T00:00:00Z,356,92,7,11,2019,2019-11-12 15:40:53.786442,2019-11-07
2019-11-08T00:00:00Z,354,78,8,11,2019,2019-11-12 15:40:53.786442,2019-11-08
2019-11-09T00:00:00Z,232,50,9,11,2019,2019-11-12 15:40:53.786442,2019-11-09
2019-11-10T00:00:00Z,107,47,10,11,2019,2019-11-12 15:40:53.786442,2019-11-10
2019-11-11T00:00:00Z,425,95,11,11,2019,2019-11-12 15:40:53.786442,2019-11-11
2019-11-12T00:00:00Z,263,97,12,11,2019,2019-11-12 15:40:53.786442,2019-11-12
2019-11-14T00:00:00Z,7,5,14,11,2019,2019-11-28 13:07:47.015583,2019-11-14
2019-11-15T00:00:00Z,253,93,15,11,2019,2019-11-28 13:07:47.015583,2019-11-15
2019-11-16T00:00:00Z,209,55,16,11,2019,2019-11-28 13:07:47.015583,2019-11-16
2019-11-17T00:00:00Z,151,45,17,11,2019,2019-11-28 13:07:47.015583,2019-11-17
2019-11-18T00:00:00Z,403,96,18,11,2019,2019-11-28 13:07:47.015583,2019-11-18
2019-11-19T00:00:00Z,416,110,19,11,2019,2019-11-28 13:07:47.015583,2019-11-19
2019-11-20T00:00:00Z,410,96,20,11,2019,2019-11-28 13:07:47.015583,2019-11-20
2019-11-21T00:00:00Z,328,87,21,11,2019,2019-11-28 13:07:47.015583,2019-11-21
2019-11-22T00:00:00Z,344,100,22,11,2019,2019-11-28 13:07:47.015583,2019-11-22
2019-11-23T00:00:00Z,242,53,23,11,2019,2019-11-28 13:07:47.015583,2019-11-23
2019-11-24T00:00:00Z,144,45,24,11,2019,2019-11-28 13:07:47.015583,2019-11-24
2019-11-25T00:00:00Z,423,97,25,11,2019,2019-11-28 13:07:47.015583,2019-11-25
2019-11-26T00:00:00Z,280,99,26,11,2019,2019-11-28 13:07:47.015583,2019-11-26
2019-11-27T00:00:00Z,303,91,27,11,2019,2019-11-28 13:07:47.015583,2019-11-27
2019-11-28T00:00:00Z,194,78,28,11,2019,2019-11-28 13:07:47.015583,2019-11-28
